423	(259.83933889980887, 1.1349180678990844, 0.5315979498060677)	0.0
424	(259.6231931817347, 1.135310154121565, 0.5316839579159941)	0.053102737968577
425	(259.400853968945, 1.1356555874276462, 0.5317597060654898)	0.12345715626236514
426	(259.1688931765753, 1.1359624857379194, 0.5318269835368733)	0.17958435334063186
427	(258.9308014001731, 1.136246774684868, 0.5318892873940012)	0.22073498146307285
428	(258.68383916368737, 1.1364827580160914, 0.5319409921526415)	0.2513400112001875
429	(258.42788374103947, 1.1366667371571342, 0.5319812946915089)	0.2686947576515937
430	(258.1652338211637, 1.1368189702064337, 0.532014637672656)	0.2765411705238124
431	(257.8967438454392, 1.1369253564133457, 0.5320379361877112)	0.27750471884526334
432	(257.62429597971925, 1.1369952083725237, 0.5320532324629907)	0.27271763703186386
433	(257.3469915917209, 1.1370428866746787, 0.53206367254705)	0.264215422591702
434	(257.0592259333889, 1.1370446864612422, 0.5320640666359149)	0.2528715984040185
435	(256.7560967990483, 1.1370097968415285, 0.5320564269391809)	0.239083937120996
436	(256.440662226202, 1.1369149739708102, 0.5320356625412183)	0.2253459858234353
437	(256.1015152014722, 1.1367755658387175, 0.5320051314759936)	0.21146073133969842
438	(255.73696614865906, 1.1365781550563612, 0.5319618907300768)	0.19766802943011358
439	(255.34157681987088, 1.1363204431720275, 0.5319054296390147)	0.18451800472435056
440	(254.90828917794445, 1.1359991966817293, 0.5318350299225308)	0.17180226609157742
441	(254.4461369494071, 1.1356486917473783, 0.5317581941897923)	0.160080764360928
442	(253.9613460857922, 1.1352945588738892, 0.5316805375426145)	0.1481894103261379
443	(253.44570560775213, 1.1349147478129966, 0.5315972213764515)	0.13793894916097832
444	(252.88740559301877, 1.1344886417472615, 0.531503714547099)	0.12848267485705162
445	(252.27400184527377, 1.1339929998014893, 0.531394901439216)	0.11972406542747717
446	(251.58755239290423, 1.1334059621318615, 0.5312659579329553)	0.11164346635181413
447	(250.8059518436424, 1.1327054885167491, 0.5311120052044886)	0.10417034501273933
448	(249.89529691861054, 1.1318705220992042, 0.5309283609703825)	0.09723709252485913
449	(248.8062745756216, 1.1308885918644895, 0.5307122090671959)	0.0908017465655925
450	(247.44318286138633, 1.129711722629138, 0.5304528827190302)	0.08476390412648174
451	(245.72166052863622, 1.128449777540683, 0.5301744910535545)	0.07870322763771943
452	(243.3353905666711, 1.1271629433318393, 0.529890268568862)	0.07334046638791672
453	(240.0, 1.125806691012185, 0.5295903412911649)	0.06820236327828987
454	(240.0, 1.1243389609610104, 0.5292653298851991)	0.063197160088991
455	(240.0, 1.1227153076191956, 0.5289052675077826)	0.058316059701416
456	(240.0, 1.1208946041151737, 0.528500851452166)	0.05340781531576357
457	(240.0, 1.118839160682023, 0.5280434595714595)	0.04852370122204457
458	(240.0, 1.1164854956193595, 0.527518614198032)	0.04345963160248757
459	(240.0, 1.113811661430089, 0.5269209559930922)	0.03833975284420228
460	(237.26149515340066, 1.1107675365183154, 0.5262386867814504)	0.03291574730701857
461	(233.5047133653204, 1.1075917771552801, 0.5255248142267147)	0.027414158783169714
462	(231.13921376555467, 1.1044326662995763, 0.5248125463864829)	0.0211839637418565
463	(229.23388220372289, 1.1011815101449178, 0.5240772892909046)	0.0152436947463365
464	(227.53377351560295, 1.0977326306768518, 0.5232948253861402)	0.009228899464869624
465	(225.92282864082844, 1.0939597598435344, 0.5224359038901863)	0.0032636213618713336
466	(224.336094981273, 1.0897430186504045, 0.5214722618641315)	0.0
467	(222.73658693074466, 1.0849192884012846, 0.5203651260923392)	0.0
468	(221.10066669355902, 1.079311420279284, 0.519071558859767)	0.0
469	(219.40436961873627, 1.0728399519505416, 0.517570085881932)	0.0
470	(217.645559170782, 1.0651899848364317, 0.5157830478830244)	0.0
471	(215.8814580479514, 1.0564750304759791, 0.513731027520161)	0.0
472	(214.13505659143328, 1.0472067199486759, 0.5115295440095711)	0.0
473	(212.38837425301136, 1.0373566347267322, 0.5091679174107244)	0.0
474	(210.63056348338154, 1.0267927465946922, 0.506609641424785)	0.0
475	(208.8508925245711, 1.0153933610055685, 0.5038189470361975)	0.0
476	(207.03927077433346, 1.0030462597083671, 0.5007604067289017)	0.0
477	(205.18630053791992, 1.0, 0.4973996069921816)	0.0
478	(203.27918905554415, 1.0, 0.49369073141285374)	0.0
479	(201.30949636197462, 1.0, 0.48959854178376044)	0.0
480	(199.26405414023475, 1.0, 0.4850768297054882)	0.0
481	(197.10332680513883, 1.0, 0.4800873840107432)	0.0
482	(194.80836875406996, 1.0, 0.4746247044549659)	0.0
