0,59,270,0.0
0,60,270,0.053102737968577
0,61,270,0.2765411705238124
0,62,270,0.264215422591702
0,63,270,0.21146073133969842
0,64,270,0.18451800472435056
0,65,270,0.160080764360928
0,66,270,0.13793894916097832
0,67,270,0.11972406542747717
0,68,270,0.10417034501273933
0,69,270,0.0908017465655925
0,70,270,0.08476390412648174
0,71,270,0.07870322763771943
0,72,269,0.07334046638791672
0,73,269,0.06820236327828987
0,74,269,0.063197160088991
0,75,269,0.058316059701416
0,76,269,0.05340781531576357
0,77,269,0.04852370122204457
0,78,268,0.04345963160248757
0,79,268,0.03833975284420228
0,81,268,0.03291574730701857
0,82,267,0.027414158783169714
0,84,267,0.0211839637418565
0,86,267,0.0152436947463365
0,87,266,0.009228899464869624
0,89,266,0.0032636213618713336
0,91,266,0.0
0,93,265,0.0
0,95,265,0.0
0,98,264,0.0
0,100,263,0.0
0,103,262,0.0
0,106,261,0.0
0,109,260,0.0
0,113,259,0.0
0,116,257,0.0
0,119,256,0.0
0,123,254,0.0
0,126,253,0.0
0,130,251,0.0
16,134,249,0.0
55,138,246,0.0
76,142,244,0.0
93,146,241,0.0
108,151,238,0.0
120,155,235,0.0
132,159,232,0.0
143,164,228,0.0
153,168,224,0.0
162,172,220,0.0
170,175,216,0.0
178,179,212,0.0
187,183,207,0.0
195,187,202,0.0
202,191,196,0.0
210,194,190,0.0
217,198,184,0.0
223,201,178,0.0
229,204,171,0.0
235,207,165,0.0
239,210,158,0.005006688651884
244,212,152,0.011969811365385713
248,214,145,0.02032239579992314
252,216,138,0.030068125347769713
255,218,131,0.041406944633452
258,220,123,0.054235201966917286
261,221,115,0.06865371947353628
264,222,107,0.08441725179754943
267,224,99,0.10146463116691642
269,225,90,0.11940347953054986
271,226,81,0.13797253412651914
272,226,72,0.15667108036029442
273,227,62,0.17505026437954357
274,227,52,0.19133790440881182
275,227,40,0.20763445501592387
275,227,24,0.22204126730948684
276,227,0,0.234154537469728
276,226,0,0.253929306737311
276,225,0,0.24957689853472936
275,225,0,0.244989799717408
275,224,0,0.2402218408643836
274,224,0,0.23623029481243266
274,223,0,0.23384673294040337
273,222,0,0.23327832552627517
272,222,0,0.234478369503435
272,221,0,0.23659125679508766
271,220,0,0.23851803920188672
270,220,0,0.23956083592241215
270,219,0,0.23900136675883044
269,218,0,0.2369158766598357
268,218,0,0.23389383781507972
267,217,0,0.23111975397276985
267,216,0,0.22952218111436515
266,216,0,0.22984986638575872
265,215,0,0.23225596700253642
264,214,0,0.2363230706797357
263,213,0,0.24141561142345086
262,212,0,0.24657807245566715
261,212,0,0.25103330967263343
260,211,0,0.253900915970257
259,210,0,0.255061969035263
258,209,0,0.2540573194404495
257,208,0,0.2504794562012165
256,207,0,0.2445748771334815
255,207,0,0.23614583042218676
254,206,0,0.225675901256224
253,205,0,0.21316945584249863
252,204,0,0.19918848356288166
251,203,0,0.18492885730008243
250,202,0,0.16916618708564113
249,201,0,0.15247441871790415
248,200,0,0.13611031121645328
247,199,0,0.120589147470475
246,198,0,0.10539804329649571
244,197,0,0.08897686747826
243,196,0,0.075078024821475
242,196,0,0.062234602546184715
241,195,0,0.05144737331123184
240,194,0,0.04100794524851638
238,193,0,0.0318383030792505
237,192,0,0.0238896293420665
236,191,0,0.017072443517987833
235,190,0,0.01134271440032525
234,189,0,0.006539354683617166
232,188,0,0.002843946544978143
231,187,0,0.0
230,186,0,0.0
229,185,0,0.0
227,184,0,0.0
226,183,0,0.0
225,182,0,0.0
224,181,0,0.0
223,180,0,0.0
221,179,0,0.0
220,178,0,0.0
219,177,0,0.0
218,176,0,0.0
217,175,0,0.0
216,174,0,0.0
214,173,0,0.0
213,172,0,0.0
212,171,0,0.0
211,170,0,0.0
210,169,0,0.0
209,168,0,0.0
208,167,0,0.0
207,167,0,0.0
206,166,0,0.0
205,165,0,0.0005931232408913967
204,164,0,0.004876149188947857
203,163,0,0.010539018996576143
202,163,0,0.01760566586411043
201,162,0,0.026515155352900287
200,161,0,0.03647104126737683
199,160,0,0.04951813278525712
198,160,0,0.0647561804238495
197,159,0,0.08272956836841237
196,158,0,0.10309912612601983
195,157,0,0.14939981637785113
194,156,0,0.17691993619206373
193,156,0,0.2056250852722177
193,155,0,0.23573532277264558
192,154,0,0.263909651664485
191,154,0,0.2942517408209965
191,153,0,0.3234759032863223
190,153,0,0.349377927190955
189,152,0,0.3742390949490714
188,151,0,0.4156891030047927
187,151,0,0.43114259212603917
187,150,0,0.4420634839749435
186,150,0,0.450473426480799
186,149,0,0.4558810944662055
185,149,0,0.45873560429016225
184,148,0,0.46049741228196056
183,147,0,0.464415679917976
182,147,0,0.47632610232731126
182,146,0,0.4832819087313795
181,146,0,0.5006791768052263
181,145,0,0.5184948438702605
180,145,0,0.525702263136827
180,144,0,0.530382098704968
179,144,0,0.5250781627286705
178,143,0,0.48750953531226565
177,143,0,0.404394675557949
177,142,0,0.3824560981538117
176,142,0,0.32324178735074627
176,141,0,0.318591398652988
175,141,0,0.42667996023661187
175,140,0,0.8121929753447211
174,140,0,0.9044144661698051
